datetime,open,high,low,close,volume
2019-09-23T08:30:00Z,9930.13,9930.13,9930.13,9930.13,0.001
2019-09-23T08:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T08:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T08:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T08:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T08:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T13:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T14:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T15:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T16:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T17:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:15:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:20:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:25:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:30:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:35:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:40:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:45:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:50:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T18:55:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T19:00:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T19:05:00Z,9930.13,9930.13,9930.13,9930.13,0.0
2019-09-23T19:10:00Z,9930.13,9930.13,9930.13,9930.13,0.0
